website,country,email,description,name
www.truaxcomp.com,United States,truax3@qwestoffice.net,"
			Manufacturers of drills for agriculture, conservation, reclamation, and landscape seeding. Drills and Trillions are now equipped with skid plates for more versatility. Precision seed placement in no-till and prepared seedbeds with the ""On the Go""!		",Truax Company
www.otrwheel.com,United States,sandro.wheel@comcast.net,"
			TRW China is a global supplier of off-the-road (OTR) tires, wheels, tire-flat proofing and mounted tire wheel assemblies. TRW designs tires and wheel as well as manufactures wheels in its factories located around the world.		",TRW China
www.trolex.com,United Kingdom,sales@trolex.com,"
			Trolex Ltd is a leading global supplier of gas detection, condition monitoring and connector solutions to the mining, hazardous and industrial markets.		",Trolex Ltd
www.trojantire.com,Canada,info@trojantire.com,"
			Manufacturer of patented Trojan Air-Cell® rubber tire fill technology: Soft Core®. Reusable, air-like ride, increased load capacity and longer tire life for lowest cost per hour plus improved safety. Solutions for production and support equipment.		",Trojan Tire Inc.
www.triton-signal.com,United States,sales@triton-signal.com,"
			Triton Signal USA is a supplier of worklamps, back-up alarms and vehicle camera systems.		",Triton Signal USA
www.tpt.com,United States,sales@tpt.com,"
			Commodity management software to optimize the mining supply chain from pit to consumption including trading and risk management, shipping, ports and logistics, advanced scheduling, stockpiles and quality control, processing and metallurgical accounting.		","Triple Point Technology, Inc."
www.eeeequipment.com,United States,Info@EEEEquipment.com,"
			Triple E Equipment, Inc. was founded as a forward thinking construction equipment company, specializing in battery technology, in order to meet the demands of today’s working environments.		","Triple E Equipment, Inc."
www.triplecrownproducts.com,United States,info@shoptriplecrown.com,"
			Triple Crown Products is a full service custom cap, uniform, safety apparel and ad specialty company. We offer superior and prompt service while providing your company with the professional products you need.		",Triple Crown Products Inc.
www.triodetic.com,Canada,tstaniszewski@triodetic.com,"
			Triodetic is a leader in Space Frames, Geodesic Domes. Triodetic holds numerous patents and trademarks for its technology and all products are supplied in compliance with sustainable building initiatives.		",Triodetic
www.trimble.com/mining,Australia,miningtech@trimble.com,"
			Trimble Mining is transforming the way mines work by combining decades of mining experience with global leadership in spatial technologies, business analytics, visualization and decision support tools to deliver the Trimble Connected Mine system.		",Trimble Mining
www.trimlok.com,United States,None,None,"Trim-Lok, Inc."
www.tribco.com,United States,mining@tribco.com,"
			Tribco, Inc. manufactures brake and clutch discs for underground and surface mining applications. All Tribco products are lined with 100 percent Kevlar fibered composite, which lasts 3-5 times longer than conventional friction materials.		",Tribco Inc
www.tribalwhips.com,United States,None,None,"Tribal Whips, Inc."
www.tristardesign.net,United States,None,None,Tri Star Design & Manufacturing
www.amking.com,United States,info@amking.com,"
			Pre-owned mining and process equipment sales, consignment services, mine dismantle, demolition and reclamation, inspection and valuations worldwide storage locations.		",A.M. King Industries Inc.
www.alleecorp.com,United States,jallen@alleecorp.com,"
			Since 1968, A.L. Lee Corporation has offered superior underground mining equipment to the industry. Through dedication and commitment, we have earned a reputation for providing outstanding customer service and quality parts.		",A.L. Lee Corporation
www.chesterton.com,United States,thorpy@chesterton.com,"
			A.W. Chesterton has a comprehensive line of mechanical seals, packing, gaskets, coatings, cleaners, lubricants and polymeric seals designed to maximize plant performance.		",A.W. Chesterton
www.akrailroad.com,United States,None,None,"A & K Railroad Materials, Inc."
new.abb.com/mining/next-level-mining,United States,baldorleads@baldorleads.com,"
			ABB, a global leader in automation and productivity, believes the future of mining lies in total integration of data and work processes. We provide real-time systems and software to optimize processes for best efficiency, responsiveness and profitability.		",ABB Inc.
www.6wic.com,United States,None,"
			IXOS®️ ion exchange resin is superior to other resins and activated carbon. Lower CAPEX and OPEX. Reduce production cost by $100 p/oz. Easy elution/regeneration. Testing and field trials completed with some of the world’s largest gold mining companies.		",6th Wave Innovations Corp.
www.5DT.com,United States,sales@5dt.com,"
			Training simulators, pre-simulators, e-learning, inspection trainers and visualizers for the mining, construction and trucking industries. Training solutions for surface and underground mining. We make operators safer, more productive and less destructive.		",5DT (Fifth Dimension Technologies)
www.4ncorp.com,United States,4ncorp@4ncorp.com,"
			4N Grouser Bar is the highest quality grouser bar for all demanding applications and can double the life of the original track shoe. Offered for all makes and models of track machines, including track loaders, excavators and bulldozers.		",4N Corporation
www.48inter.com,Canada,info@48inter.com,None,48e Nord International
www.3d-p.com,Canada,None,"
			3D-P, a leader in wireless networks and onboard computing for the mining industry, offers an end-to-end solution to access the critical data from your mobile fleet. From network design and deployment to application integration, 3D-P has the solution.		",3D-P
www.zerust.com,United States,sales@zerust.com,"
			For more than 35 years, Zerust has delivered safe and effective corrosion solutions and on-site representation in 60-plus countries. Visit the Zerust booth to learn more about VCI packaging, rust preventatives, rust removers and complimentary on-site support.		",Zerust Corrosion Solutions
www.zenithrubberusa.com,United States,None,None,Zenith Rubber USA
www.zancoweartech.com,Peoples Republic of China,None,"
			Zanco Wear Tech is a Chinese manufacturer specialized in mining wear solutions. We have been delicated to laminated wear blocks, overlay wear plates and Ni-Hard since 2009.		","Zanco Wear Tech Co., Ltd."
www.youngwindows.com,United States,dtf@youngwindows.com,"
			Since 1950 Young Windows, Inc. has met the challenge of designing, engineering and manufacturing America's finest customer aluminum windows and doors for the specialized OFF-HIGHWAY equipment, On-HIGHWAY vehicles, Marine and Railroad industries.		","Young Windows, Inc."
www.youngsmachine.com,United States,youngsmachine@frontiernet.net,None,Youngs Machine Co.
www.zjsdjx88.com/,Peoples Republic of China,None,"
			Zhejiang Shengda Machinery Co., Ltd. is a foundry of abrasion resistant castings which was founded in 1994. We take pride in being an export-oriented foundry who exports manganese steel castings and alloy steel castings to U.S., Japan, Australia, etc.		","Zhejiang Shengda Machinery Co., Ltd."
www.zgchcc.com,Peoples Republic of China,None,"
			Zigong Chenhui Cemented Carbide Co., Ltd. is a
professional manufacturer in the field of tungsten
carbide bits for geologic survey, mining digging, roadconstruction,
carbide brazed tips, carbide snowplow
blade, carbide wear resistant parts, etc.		","Zigong Chenhui Cemented Carbide Co., Ltd."
www.ultraming.cn,Peoples Republic of China,yxbqh@chinaqimingxing.com,None,"Zibo Qimingxing New Material Co., Ltd."
www.carbidetools.cn,Peoples Republic of China,sale@carbidetools.cn,"
			Zhuzhou Sunshine Cemented Carbide Tools Co.,Ltd was established in 2003, producing mining, drilling, quarring, construction, forest and agriculture machine parts and tools more than 40 years, especially for tungsten carbide tools.		","Zhuzhou Sunshine Cemented Carbide Tools Co., Ltd."
www.chinacarbide.com,Peoples Republic of China,None,"
			Zhuzhou cemented carbide group corporation is mainly engaged in the business of the series of ""Diamond"" Brand cemented carbide, tungsten and molybdenum, tantalum and niobium and cobalt products, etc.		",Zhuzhou Cemented Carbide Group Co.
www.unicast.com.cn,Peoples Republic of China,None,"
			Zhengzhou Unicast Machinery, Unicast Inc, China branch, specialized in crushing, screening and grinding, complete plants and wearable spare parts are widely used in cement, mining, construction, highway, bridge, coal, chemical, metal, and recycling.		",Zhengzhou Unicast Machinery
www.ksdrillrig.com,Peoples Republic of China,info@ksdrillrig.com,"
			The production and sales of KAISHAN brand air compressor, DTH drill rig, water well drilling rig and related accessories. Our products are exported to Russia, Asia, Africa and over 50 countries and regions.		","Zhengzhou Kaishan Mechanical & Electrical Equipment Co., Ltd."
